index,rooms,m2,bathrooms,floor,condominium_expenses,date,contract,typology,total_floors,availability,price,year_of_build,condition,air_conditioning,energy_efficiency,neighborhood,car_parking,energy_performance_building,housing units,start_end_works,current_building_use,elevator,floor_level,heating_centralized,heating_radiator,heating_gas,air_conditiong_centralized,air_conditioning_heat,renewable_energy_performance_index_KWh/m2
0,3,100,2,3,,09/02/2023,sale - download specifications,apartment | entire property | stately property class,5 floors,libero,747000,2024,new / under construction,"autonomous, cold",a≥ 175 kwh/m² year,cenisio,,,,,,1,3,centralized,On the floor,powered by heat pump,autonomous, cold,
0,3,87,1,T,70,25/01/2023,sale,apartment | entire property | medium property class,2 floors,libero,310000,2022,new / under construction,"autonomous, cold",a+47.91 kwh/m² year,giambellino,,,,,,0,0,autonomous,On the floor,methane powered,autonomous, cold,
0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
0,3,133,2,7,500,22/02/2023,sale,attic | entire property | stately property class,7 floors,libero,1150000,,very good / refurbished,"autonomous, cold/heat",f170.29 kwh/m² year,pagano,,,,,,1,7,centralized,to radiators,methane powered,autonomous, cold/hot,
0,4,130,2,3,250,13/02/2023,sale,apartment | entire property | stately property class,7 floors,libero,579000,2012,very good / refurbished,"autonomous, cold",b≥ 175 kwh/m² year,gorla,,,,,,1,3,autonomous,to radiators,methane powered,autonomous, cold,
0,4,191,2,3,,08/02/2023,sale - download specifications,apartment | entire property | stately property class,6 floors,libero,1413000,2024,new / under construction,"autonomous, cold/heat",a≥ 175 kwh/m² year,cadore,,,,,,1,3,centralized,On the floor,powered by heat pump,autonomous, cold/hot,
0,3,99,1,2,200,13/02/2023,sale,apartment | entire property | medium property class,7 floors,libero,318000,1964,good / habitable,,e123.26 kwh/m² year,niguarda,,,,,,1,2,centralized,to radiators,methane powered,,,
0,3,72,2,4,150,23/02/2023,sale,apartment | entire property | stately property class,4 floors,libero,380000,1930,very good / refurbished,"autonomous, cold/heat",d85 kwh/m² year,certosa,,,,,,1,4,centralized,to radiators,methane powered,autonomous, cold/hot,
0,2,85,1,T,185,14/12/2022,sale,apartment | entire property | stately property class,7 floors,libero,450000,1970,new / under construction,"autonomous, cold/heat",g175 kwh/m² year,turati,,,,,,0,0,centralized,to radiators,methane powered,autonomous, cold/hot,
0,4,141,2,,,07/10/2022,sale,detached villa | entire property | stately property class,2 floors,libero,610000,1950,good / habitable,"autonomous, cold/heat",f321.06 kwh/m² year,precotto,,winter summer,,,,0,0,autonomous,to radiators,gas powered,autonomous, cold/hot,
0,5,245,3+,2,950,22/02/2023,sale,apartment | entire property | luxury property,4 floors,libero,1980000,1900,good / habitable,"centralized, cold/heat",d89.28 kwh/m² year,arco della pace,,,,,,1,2,centralized,to radiators,powered by heat pump,centralized, cold/hot,
0,5,156,2,7,230,30/01/2023,sale,apartment | entire property | medium property class,9 floors,libero,435000,1973,good / habitable,,g≥ 175 kwh/m² year,cascina merlata - musocco,1 in garage/box,,,,,1,7,centralized,to radiators,methane powered,,,
0,3,90,1,3,225,23/02/2023,sale,apartment | entire property | medium property class,9 floors,,460000,1960,very good / refurbished,"autonomous, cold/heat",g≥ 175 kwh/m² year,san siro,,,,,,1,3,centralized,to radiators,gas powered,autonomous, cold/hot,
0,2,60,1,1,,14/02/2023,sale - download specifications,apartment | entire property | stately property class,2 floors,libero,204000,2008,new / under construction,"centralized, cold/heat",b≥ 175 kwh/m² year,muggiano,,,,,,0,1,centralized,by air,powered by heat pump,centralized, cold/hot,
0,3,75,1,2,80,07/02/2023,sale,apartment | entire property | medium property class,2 floors,libero,210000,1930,to be restructured,"autonomous, cold/heat",g133.58 kwh/m² year,niguarda,,,,,,0,2,autonomous,to radiators,gas powered,autonomous, cold/hot,
0,3,96,1,R,250,10/02/2023,sale,apartment | entire property | medium property class,8 floors,,495000,1960,to be restructured,,g222.68 kwh/m² year,solari,,winter summer,,,,1,0,centralized,On the floor,gas powered,,,
0,2,67,1,1,,03/11/2022,sale,apartment | entire property | stately property class,5 floors,libero,830000,2022,new / under construction,"centralized, cold/heat",a≥ 175 kwh/m² year,palestro,,,,,,1,1,centralized,by air,powered by heat pump,centralized, cold/hot,
0,4,137,2,3,,06/02/2023,sale - download specifications,apartment | entire property | stately property class,6 floors,libero,920000,2024,new / under construction,"autonomous, cold",a≥ 175 kwh/m² year,farini,,,,,,1,3,centralized,to radiators,powered by heat pump,autonomous, cold,
0,3,122,2,1,,26/01/2023,sale - download specifications,apartment | entire property | stately property class,7 floors,libero,518000,2022,new / under construction,system preparation,a≥ 175 kwh/m² year,vigentino - fatima,,,,,,1,1,autonomous,On the floor,powered by heat pump,system preparation,,
0,2,50,1,2,120,07/02/2023,sale,apartment | entire property | stately property class,6 floors,libero,260000,1930,very good / refurbished,"autonomous, cold",d86.31 kwh/m² year,pasteur,,,,,,1,2,autonomous,methane powered,,autonomous, cold,
0,4,210,2,5,667,07/02/2023,sale,apartment | entire property | luxury property,6 floors,libero,2200000,1882,very good / refurbished,"autonomous, cold/heat","f208.49 kwh/m² year, edificio energia quasi zero",porta venezia,"1 in garage/box, 1 all'esterno",,,,,1,5,centralized,On the floor,gas powered,autonomous, cold/hot,
0,3,74,1,1,159,22/02/2023,sale,apartment | entire property | stately property class,7 floors,libero,499000,1960,very good / refurbished,,d83.59 kwh/m² year,sempione,,,,,,1,1,centralized,On the floor,methane powered,,,
0,3,117,1,2,,06/02/2023,sale - download specifications,apartment | entire property | stately property class,6 floors,libero,795000,2024,new / under construction,"centralized, cold/heat",a≥ 175 kwh/m² year,montenero,,,,,,1,2,centralized,to radiators,powered by heat pump,centralized, cold/hot,
0,3,160,2,9,780,21/02/2023,sale,apartment | entire property | luxury property,10 floors,libero,1850000,2015,very good / refurbished,"autonomous, cold/heat",a28.17 kwh/m² year,city life,2 in garage/box,,,,,1,9,centralized,On the floor,gas powered,autonomous, cold/hot,
0,4,135,2,6,270,23/02/2023,sale,attic | entire property | stately property class,6 floors,libero,948000,1960,very good / refurbished,"autonomous, cold/heat",g175 kwh/m² year,monte rosa - lotto,,,,,,1,6,centralized,On the floor,methane powered,autonomous, cold/hot,
0,5,237,3+,6,,18/11/2022,sale,attic | entire property | stately property class,6 floors,libero,3128000,2022,new / under construction,"centralized, cold/heat",a≥ 175 kwh/m² year,porta romana - medaglie d'oro,,,,,,1,6,centralized,On the floor,powered by heat pump,centralized, cold/hot,
0,3,95,1,1,267,23/02/2023,sale,apartment | entire property | stately property class,6 floors,libero,349000,1974,very good / refurbished,"autonomous, cold/heat",e115.49 kwh/m² year,precotto,,,,,,1,1,centralized,to radiators,gas powered,autonomous, cold/hot,
0,5+,352,3,,,10/02/2023,sale,detached house | entire property | stately property class,4 floors,libero,2100000,1900,good / habitable,"autonomous, cold/heat",f166.44 kwh/m² year,plebisciti - susa,1 in garage/box,winter summer,,,,0,0,autonomous,to radiators,methane powered,autonomous, cold/hot,351
0,2,65,1,1,,08/02/2023,sale - download specifications,apartment | entire property | stately property class,5 floors,libero,330000,2023,new / under construction,"autonomous, cold/heat",a+115.5 kwh/m² year,gorla,"1 in garage/box, 1 all'esterno",,,,,1,1,autonomous,On the floor,methane powered,autonomous, cold/hot,
0,3,100,2,4,100,14/02/2023,sale,apartment | entire property | stately property class,4 floors,,785000,1950,very good / refurbished,"autonomous, cold/heat",g≥ 175 kwh/m² year,piave - tricolore,,,,,,1,4,autonomous,to radiators,methane powered,autonomous, cold/hot,
0,2,75,1,2,210,20/02/2023,sale,apartment | entire property | stately property class,5 floors,libero,650000,1970,very good / refurbished,,f175 kwh/m² year,arena,,,,,,1,2,centralized,to radiators,methane powered,,,
0,4,172,3,2,700,23/02/2023,sale,apartment | entire property | stately property class,6 floors,libero,1290000,1970,good / habitable,,g≥ 175 kwh/m² year,pagano,,,,,,1,2,centralized,to radiators,methane powered,,,
0,2,52,1,T,150,22/02/2023,sale,apartment | entire property | medium property class,5 floors,libero,249000,1920,very good / refurbished,"autonomous, cold/heat",e138.45 kwh/m² year,certosa,,winter summer,,,,1,0,autonomous,by air,power supply,autonomous, cold/hot,351
0,5+,330,3,T,100,03/12/2022,sale,apartment | entire property | medium property class,3 floors,libero,950000,1920,good / habitable,"autonomous, cold/heat",g198.2 kwh/m² year,buenos aires,2 all'esterno,,,,,0,0,autonomous,to radiators,gas powered,autonomous, cold/hot,
0,3,121,2,,250,17/02/2023,sale,attic | entire property | luxury property,3 floors,libero,1130000,2023,new / under construction,"autonomous, cold/heat",a≥ 175 kwh/m² year,ticinese,2 in garage/box,,,,,1,3,autonomous,by air,powered by heat pump,autonomous, cold/hot,
0,2,59,1,3,,08/02/2023,sale - download specifications,apartment | entire property | luxury property,4 floors,libero,995000,2023,new / under construction,"autonomous, cold/heat",d≥ 175 kwh/m² year,duomo,,,,,,1,3,centralized,by air,powered by heat pump,autonomous, cold/hot,
0,3,120,3,3,166,22/02/2023,sale,apartment | entire property | stately property class,5 floors,libero,698000,1940,very good / refurbished,"autonomous, cold/heat",g3.51 kwh/m² year,farini,,,,,,1,3,centralized,On the floor,gas powered,autonomous, cold/hot,
0,2,35,1,3,,08/02/2023,sale - download specifications,apartment | entire property | luxury property,4 floors,libero,780000,2023,new / under construction,"autonomous, cold/heat",d≥ 175 kwh/m² year,duomo,,,,,,1,3,centralized,by air,powered by heat pump,autonomous, cold/hot,
0,5+,332,3,2,1.270,22/12/2022,sale,apartment | entire property | stately property class,3 floors,libero,1800000,1940,to be restructured,,e131.59 kwh/m² year,città studi,,winter summer,,,,1,2,centralized,to radiators,gas powered,,,611
0,3,91,1,1,220,09/02/2023,sale,apartment | entire property | medium property class,4 floors,,645000,1907,to be restructured,,g252.05 kwh/m² year,buenos aires,,,,,,1,1,centralized,to radiators,gas powered,,,
0,4,180,2,3,500,18/01/2023,sale,apartment | entire property | stately property class,3 floors,,1550000,,good / habitable,"autonomous, cold/heat",e153.06 kwh/m² year,porta romana - medaglie d'oro,,winter summer,,,,1,3,centralized,to radiators,gas powered,autonomous, cold/hot,797
0,2,107,2,2,,08/07/2022,sale,apartment | entire property | stately property class,3 floors,,1260000,2022,new / under construction,"centralized, cold/heat","f≥ 3,51 kwh/m² year",carrobbio,,,,,,1,2,centralized,On the floor,powered by district heating,centralized, cold/hot,
0,3,96,1,2,160,08/02/2023,sale,apartment | entire property | medium property class,5 floors,,369000,1962,good / habitable,"autonomous, cold/heat",g≥ 175 kwh/m² year,bicocca,,,,,,0,2,centralized,to radiators,methane powered,autonomous, cold/hot,
0,3,85,1,R,200,14/02/2023,sale,apartment | entire property | medium property class,4 floors,libero,449000,1940,very good / refurbished,system preparation,f≥ 175 kwh/m² year,città studi,,,,,,1,0,centralized,to radiators,gas powered,system preparation,,
0,3,110,2,T,,08/02/2023,sale - download specifications,apartment | entire property | stately property class,5 floors,libero,545000,2023,new / under construction,"autonomous, cold/heat",a+115.5 kwh/m² year,gorla,"1 in garage/box, 1 all'esterno",,,,,1,0,autonomous,On the floor,methane powered,autonomous, cold/hot,
0,4,125,3,1,417,08/02/2023,sale,apartment | entire property | stately property class,7 floors,libero,595000,1960,to be restructured,,g≥ 175 kwh/m² year,gambara,,,,,,1,1,autonomous,On the floor,gas powered,,,
0,4,150,2,3,350,02/02/2023,sale,apartment | entire property | medium property class,4 floors,libero,1425000,1920,very good / refurbished,,e220.57 kwh/m² year,vercelli - wagner,1 in garage/box,winter summer,,,,1,3,autonomous,to radiators,gas powered,,,
0,3,75,2,T,183,20/02/2023,sale,apartment | entire property | medium property class,5 floors,libero,345000,1920,very good / refurbished,"autonomous, cold",f498.36 kwh/m² year,pezzotti - meda,,,,,,0,0,centralized,to radiators,methane powered,autonomous, cold,
0,2,65,1,S,150,21/02/2023,sale | income property,apartment | entire property | medium property class,4 floors,,330000,1930,good / habitable,"autonomous, cold",g190 kwh/m² year,navigli - darsena,,,,,,0,S,autonomous,to radiators,gas powered,autonomous, cold,
0,1,34,1,3,,08/02/2023,sale - download specifications,apartment | entire property | luxury property,4 floors,libero,750000,2023,new / under construction,"autonomous, cold/heat",d≥ 175 kwh/m² year,duomo,,,,,,1,3,centralized,by air,powered by heat pump,autonomous, cold/hot,
0,5,175,3,3,415,24/01/2023,sale,apartment | entire property | stately property class,4 floors,libero,1285000,1960,very good / refurbished,"autonomous, warm",d114.8 kwh/m² year,washington,,,,,,1,3,centralized,On the floor,methane powered,autonomous, hot,
0,5,160,2,7,350,21/02/2023,sale,apartment | entire property | medium property class,7 floors,libero,930000,1880,good / habitable,"autonomous, cold",g190 kwh/m² year,ticinese,,,,,,1,7,autonomous,to radiators,gas powered,autonomous, cold,
0,2,60,1,8,150,08/02/2023,sale,apartment | entire property | stately property class,8 floors,libero,450000,1965,very good / refurbished,"centralized, cold/heat",e138.87 kwh/m² year,sempione,,,,,,1,8,autonomous,On the floor,gas powered,centralized, cold/hot,
0,3,111,2,8,,17/02/2023,sale,apartment | entire property | stately property class,12 floors,libero,980000,1960,very good / refurbished,"autonomous, cold/heat",d1.97 kwh/m² year,centrale,,,,,,1,8,centralized,On the floor,methane powered,autonomous, cold/hot,
0,4,170,3,7,333,04/01/2023,sale | income property,apartment | entire property | stately property class,8 floors,libero,1150000,1950,good / habitable,,g109.44 kwh/m² year,paolo sarpi,1 in garage/box,,,,,1,7,centralized,to radiators,methane powered,,,
0,2,45,1,2,100,08/02/2023,sale | income property | rent with redemption,apartment | entire property | stately property class,5 floors,,385000,1920,very good / refurbished,"autonomous, cold/heat",g≥ 175 kwh/m² year,corso genova,,,,,,1,2,autonomous,to radiators,gas powered,autonomous, cold/hot,
0,4,152,2,1,430,09/01/2023,sale,apartment | entire property | stately property class,7 floors,,795000,1920,very good / refurbished,"autonomous, cold/heat",f135.9 kwh/m² year,plebisciti - susa,,,,,,1,1,centralized,to radiators,methane powered,autonomous, cold/hot,
0,2,75,1,1,125,14/02/2023,sale | income property,apartment | entire property | medium property class,5 floors,,490000,1960,good / habitable,"autonomous, cold",g177 kwh/m² year,cadore,,,,,,1,1,centralized,to radiators,methane powered,autonomous, cold,
0,3,87,1,1,125,15/02/2023,sale,apartment | entire property | medium property class,4 floors,libero,359000,1960,very good / refurbished,"autonomous, cold/heat",d79.87 kwh/m² year,dergano,,,,,,0,1,centralized,to radiators,methane powered,autonomous, cold/hot,
0,5,228,3,R,420,18/01/2023,sale,apartment | entire property | stately property class,4 floors,libero,1450000,1900,good / habitable,"centralized, cold/heat",c127.66 kwh/m² year,maggiolina,2 all'esterno,winter summer,,,,1,0,centralized,On the floor,powered by heat pump,centralized, cold/hot,11118
0,3,100,2,2,200,23/02/2023,sale,apartment | entire property | medium property class,5 floors,libero,539000,1960,very good / refurbished,,g≥ 175 kwh/m² year,pasteur,,,,,,1,2,centralized,to radiators,methane powered,,,
0,4,130,2,4,250,23/02/2023,sale,apartment | entire property | luxury property,6 floors,libero,980000,1950,very good / refurbished,"autonomous, cold/heat","g≥ 3,51 kwh/m² year",isola,,,,,,1,4,centralized,On the floor,gas powered,autonomous, cold/hot,
0,3,100,2,1,250,14/02/2023,sale,apartment | entire property | medium property class,4 floors,libero,590000,1960,good / habitable,"autonomous, cold",f170 kwh/m² year,portello - parco vittoria,1 in garage/box,,,,,1,1,centralized,to radiators,gas powered,autonomous, cold,
0,3,150,2,2,,24/01/2023,sale,apartment | entire property | stately property class,6 floors,libero,1789000,2024,new / under construction,"centralized, cold/heat",a≥ 175 kwh/m² year,vincenzo monti,,,,,,1,2,centralized,On the floor,powered by heat pump,centralized, cold/hot,
0,5,192,3,1,233,08/02/2023,sale,apartment | entire property | luxury property,4 floors,libero,1950000,1900,very good / refurbished,"autonomous, cold/heat",d113.19 kwh/m² year,arco della pace,,,,,,1,1,autonomous,to radiators,methane powered,autonomous, cold/hot,
0,4,216,1,3,,24/01/2023,sale,apartment | entire property | stately property class,6 floors,libero,2769000,2024,new / under construction,"centralized, cold/heat",a≥ 175 kwh/m² year,vincenzo monti,,,,,,1,3,centralized,On the floor,powered by heat pump,centralized, cold/hot,
0,3,103,2,1,,26/10/2022,sale,apartment | entire property | stately property class,2 floors,libero,608000,2021,new / under construction,"centralized, cold/heat",a≥ 175 kwh/m² year,barona,,,,,,1,1,centralized,On the floor,powered by heat pump,centralized, cold/hot,
0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
0,2,75,1,4,,21/02/2023,sale,apartment | entire property | stately property class,5 floors,,390000,1968,very good / refurbished,,"f≥ 3,51 kwh/m² year",porta vittoria,1 in garage/box,,,,,1,4,centralized,to radiators,,,,
0,4,100,1,2,200,09/02/2023,sale,apartment | entire property | stately property class,7 floors,libero,527000,1955,to be restructured,,g≥ 175 kwh/m² year,lodi - brenta,,,,,,1,2,centralized,On the floor,methane powered,,,
0,4,130,2,2,481,20/02/2023,sale,apartment | entire property | stately property class,8 floors,libero,887000,2005,good / habitable,"autonomous, cold",c85.8 kwh/m² year,città studi,1 in garage/box,,,,,1,2,centralized,to radiators,,autonomous, cold,
0,3,74,1,1,150,23/02/2023,sale,apartment | entire property | medium property class,7 floors,libero,348000,,good / habitable,"autonomous, cold/heat",g≥ 175 kwh/m² year,portello - parco vittoria,,,,,,1,1,centralized,to radiators,methane powered,autonomous, cold/hot,
0,2,80,1,4,200,20/02/2023,sale,apartment | entire property | medium property class,6 floors,libero,220000,1950,very good / refurbished,,g247.38 kwh/m² year,viale ungheria - mecenate,,,,,,1,4,centralized,to radiators,methane powered,,,
0,3,128,2,1,390,16/02/2023,sale,apartment | entire property | stately property class,8 floors,libero,450000,1970,good / habitable,"autonomous, cold/heat",e240.81 kwh/m² year,tre castelli - faenza,,,,,,1,1,centralized,to radiators,methane powered,autonomous, cold/hot,
0,3,100,1,2,125,15/02/2023,sale,apartment | entire property | medium property class,4 floors,,785000,1920,very good / refurbished,"autonomous, cold/heat",f≥ 175 kwh/m² year,porta romana - medaglie d'oro,,,,,,1,2,autonomous,to radiators,methane powered,autonomous, cold/hot,
0,2,60,1,4,150,23/02/2023,sale,apartment | entire property | stately property class,5 floors,libero,458000,1920,very good / refurbished,"autonomous, cold/heat",g284.2 kwh/m² year,cadore,,winter summer,,,,1,4,centralized,to radiators,methane powered,autonomous, cold/hot,351
0,3,88,2,2,,08/02/2023,sale,apartment | entire property | medium property class,9 floors,libero,315000,1970,new / under construction,system preparation,g189.3 kwh/m² year,tre castelli - faenza,,,,,,1,2,centralized,to radiators,methane powered,system preparation,,
0,4,190,2,2,500,09/02/2023,sale,apartment | entire property | stately property class,10 floors,libero,1180000,1966,to be restructured,,g≥ 175 kwh/m² year,morgagni,1 in garage/box,,,,,1,2,centralized,,,,,
0,3,93,2,2,210,23/02/2023,sale,apartment | entire property | stately property class,2 floors,libero,690000,1960,very good / refurbished,"autonomous, cold/heat",f134.6 kwh/m² year,cadore,,winter summer,,,,1,2,autonomous,to radiators,fueled by diesel,autonomous, cold/hot,351
0,2 - 3,69,5,,,21/02/2023,sale - download specifications,project,2 floors,,,,,,a+≥ 175 kwh/m² year,cenisio,,,1111,01/09/2021 - 28/02/2023,,0,,,,,,,
0,2,52,1,,70,06/02/2023,sale - download specifications,apartment | entire property | stately property class,1 floor,libero,205000,2022,new / under construction,"autonomous, cold/heat",a358.05 kwh/m² year,cantalupa - san paolo,,winter summer,,,,0,2,autonomous,by air,power supply,autonomous, cold/hot,8127
0,2,62,1,,188,15/02/2023,sale,apartment | entire property | stately property class,4 floors,libero,255000,,very good / refurbished,"autonomous, cold/heat",b52 kwh/m² year,vigentino - fatima,1 all'esterno,,,,,1,2,centralized,by air,powered by heat pump,autonomous, cold/hot,
0,1,39,1,,70,06/02/2023,sale - download specifications,apartment | entire property | stately property class,1 floor,libero,190000,2022,new / under construction,"autonomous, cold/heat",a158.05 kwh/m² year,cantalupa - san paolo,,winter summer,,,,0,2,autonomous,by air,power supply,autonomous, cold/hot,8127
0,3,84,1,4,275,15/02/2023,sale,apartment | entire property | stately property class,9 floors,,573000,2010,good / habitable,"autonomous, cold/heat",f121 kwh/m² year,porta vittoria,1 in garage/box,,,,,1,4,centralized,by air,gas powered,autonomous, cold/hot,
0,2,55,1,T - R,75,19/01/2023,sale,apartment | entire property | stately property class,4 floors,libero,399000,1930,very good / refurbished,"autonomous, cold/heat",g≥ 175 kwh/m² year,paolo sarpi,,,,,,0,2,autonomous,to radiators,methane powered,autonomous, cold/hot,
0,2,78,1,R,216,15/02/2023,sale,apartment | entire property | stately property class,6 floors,libero,419000,1900,very good / refurbished,"autonomous, cold/heat",f≥ 175 kwh/m² year,città studi,,,,,,1,0,centralized,to radiators,gas powered,autonomous, cold/hot,
0,2,67,1,1,100,20/12/2022,sale,apartment | entire property | stately property class,1 floor,libero,340000,2021,very good / refurbished,"autonomous, cold/heat",a275.63 kwh/m² year,pezzotti - meda,,winter summer,,,,1,1,centralized,On the floor,methane powered,autonomous, cold/hot,
0,2,57,1,4,150,23/12/2022,sale,apartment | entire property | medium property class,4 floors,,209000,1930,very good / refurbished,system preparation,d≥ 175 kwh/m² year,certosa,,,,,,0,4,centralized,to radiators,gas powered,system preparation,,
0,3 - 5,95,16,,,15/01/2023,sale,project,6 floors,,,,,"centralized, cold",a+≥ 175 kwh/m² year,certosa,,,21,01/10/2021 - 31/12/2023,,0,,centralized,On the floor,powered by heat pump,centralized, cold,
0,2,50,1,1,150,26/01/2023,sale,apartment | entire property | medium property class,2 floors,,334000,1930,good / habitable,system preparation,g≥ 175 kwh/m² year,paolo sarpi,,,,,,0,1,centralized,to radiators,gas powered,system preparation,,
0,2 - 3,85,2,,,22/02/2023,sale,project,,,,,,,a≥ 175 kwh/m² year,ponte nuovo,,,33,10/01/2022 - 31/12/2023,,0,,,,,,,
0,4,181,3,2,583,23/02/2023,sale,apartment | entire property | stately property class,4 floors,libero,2250000,1900,good / habitable,"centralized, cold/heat",d≥ 175 kwh/m² year,moscova,2 in garage/box,,,,,1,2,centralized,by air,gas powered,centralized, cold/hot,
0,4,158,2,,410,16/02/2023,sale,apartment | stately property class,8 floors,libero,1090000,1970,very good / refurbished,"autonomous, cold/heat",,frua,2 in garage/box,,,,,1,2,centralized,On the floor,methane powered,autonomous, cold/hot,
0,3,82,1,1,250,01/02/2023,sale,apartment | entire property | medium property class,7 floors,libero,540000,1950,good / habitable,,e138.06 kwh/m² year,arena,,,,,,1,1,centralized,to radiators,gas powered,,,
0,5,150,2,,1,12/01/2023,sale,terraced house | entire property | medium property class,3 floors,,460000,2000,good / habitable,"autonomous, cold/heat",f172 kwh/m² year,inganni,1 in garage/box,,,,,0,3,autonomous,to radiators,LPG powered,autonomous, cold/hot,
0,4,195,2,T,120,23/02/2023,sale,apartment | entire property | stately property class,4 floors,libero,380000,1920,good / habitable,,g134.66 kwh/m² year,corso san gottardo,,winter summer,,,,0,0,autonomous,to radiators,methane powered,,,351
0,3,80,1,3,200,22/02/2023,sale,apartment | entire property | medium property class,5 floors,libero,310000,1960,very good / refurbished,"autonomous, cold/heat",e214.95 kwh/m² year,san siro,,,,,,1,3,centralized,to radiators,methane powered,autonomous, cold/hot,
0,5+,349,3+,,1.500,22/02/2023,sale,apartment | entire property | stately property class,11 floors,libero,3500000,1940,good / habitable,"autonomous, cold",d138.98 kwh/m² year,porta nuova,"2 in garage/box, 1 all'esterno",,,,,1,2,centralized,to radiators,methane powered,autonomous, cold,
0,4,118,1,6,240,21/02/2023,sale,apartment | entire property | medium property class,9 floors,libero,255000,1960,good / habitable,,g268.72 kwh/m² year,affori,,,,,,1,6,centralized,to radiators,methane powered,,,
0,3,83,1,,4.800,30/12/2022,sale,apartment | bare ownership | medium property class,6 floors,,279000,1960,good / habitable,"autonomous, cold/heat",g≥ 175 kwh/m² year,famagosta,,,,,,1,2,centralized,to radiators,methane powered,autonomous, cold/hot,
0,3,100,1,R,200,09/01/2023,sale,apartment | entire property | medium property class,2 floors,libero,395000,1960,good / habitable,"autonomous, cold/heat",g400.11 kwh/m² year,de angeli,,,,,,0,0,centralized,to radiators,powered by district heating,autonomous, cold/hot,
0,1,44,1,1,100,24/02/2023,sale,apartment | entire property | medium property class,4 floors,libero,325000,1960,very good / refurbished,"centralized, cold","e, edificio energia quasi zero",buenos aires,,,,,,1,1,centralized,,,centralized, cold,
0,4,131,2,4,,23/01/2023,sale,apartment | entire property | stately property class,6 floors,libero,1350000,2024,new / under construction,"centralized, cold",a≥ 175 kwh/m² year,isola,,,,,,1,4,centralized,On the floor,methane powered,centralized, cold,
0,5+,450,3,,,21/11/2022,sale,detached villa | entire property | stately property class,2 floors,,3230000,1931,to be restructured,autonomous,g≥ 175 kwh/m² year,plebisciti - susa,3 all'esterno,,,,,0,0,autonomous,,,autonomous,,
0,2,41,1,3,,30/11/2022,sale,apartment | entire property | stately property class,3 floors,,565000,1920,very good / refurbished,"autonomous, cold",,duomo,,,,,,1,3,centralized,to radiators,gas powered,autonomous, cold,
0,3,144,2,10,,26/01/2023,sale,apartment | entire property | stately property class,15 floors,libero,1220000,2024,new / under construction,"centralized, cold/heat",a≥ 175 kwh/m² year,ripamonti,,,,,,1,1,autonomous,On the floor,methane powered,centralized, cold/hot,
0,2,74,1,5,,31/01/2023,sale,apartment | entire property | stately property class,15 floors,libero,600000,2024,new / under construction,"centralized, cold/heat",a≥ 175 kwh/m² year,ripamonti,,,,,,1,5,autonomous,On the floor,methane powered,centralized, cold/hot,
0,5,300,3,R,580,20/01/2023,sale,lofts | entire property | stately property class,1 floor,libero,2000000,1950,very good / refurbished,"autonomous, cold/heat",,porta romana - medaglie d'oro,1 all'esterno,,,,,0,0,autonomous,On the floor,gas powered,autonomous, cold/hot,
0,4,115,1,2,177,22/02/2023,sale,apartment | entire property | stately property class,5 floors,libero,650000,1907,good / habitable,,e≥ 175 kwh/m² year,porta romana - medaglie d'oro,,,,,,1,2,autonomous,to radiators,methane powered,,,
0,3,128,1,4,,24/01/2023,sale,apartment | entire property | stately property class,6 floors,libero,1230000,2022,new / under construction,"centralized, cold/heat",a≥ 175 kwh/m² year,porta romana - medaglie d'oro,,,,,,1,4,centralized,On the floor,powered by heat pump,centralized, cold/hot,
0,4,199,3,5,,26/10/2022,sale,apartment | entire property | stately property class,6 floors,libero,2075000,2024,new / under construction,"centralized, cold",a≥ 175 kwh/m² year,isola,,,,,,1,5,centralized,On the floor,methane powered,centralized, cold,
0,3,109,2,1,,06/02/2023,sale - download specifications,apartment | entire property | stately property class,8 floors,libero,480400,2022,new / under construction,"autonomous, cold/heat","a4≥ 3,51 kwh/m² year",viale ungheria - mecenate,,,,,,1,1,autonomous,On the floor,powered by heat pump,autonomous, cold/hot,
0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
0,3,110,2,T,120,08/02/2023,sale,apartment | entire property | medium property class,5 floors,libero,549000,1920,very good / refurbished,system preparation,,centrale,,,,,,0,0,autonomous,to radiators,gas powered,system preparation,,
0,4,132,2,2,,22/02/2023,sale - download specifications,apartment | entire property | stately property class,6 floors,libero,545000,2024,new / under construction,"autonomous, cold","a1≥ 3,51 kwh/m² year",certosa,,,,,,1,2,autonomous,by air,powered by heat pump,autonomous, cold,
0,2,42,1,3,,30/11/2022,sale,apartment | entire property | stately property class,3 floors,,565000,1920,very good / refurbished,"autonomous, cold",,duomo,,,,,,1,3,centralized,to radiators,gas powered,autonomous, cold,
0,2,61,1,7,180,19/01/2023,sale,apartment | entire property | stately property class,8 floors,libero,235000,1967,to be restructured,"autonomous, cold/heat",e184.39 kwh/m² year,primaticcio,,,,,,1,7,centralized,to radiators,methane powered,autonomous, cold/hot,
0,3,127,2,2,,07/02/2023,sale,apartment | entire property | stately property class,6 floors,libero,979000,2022,new / under construction,"centralized, cold/heat",a≥ 175 kwh/m² year,zara,,,,,,1,2,centralized,On the floor,powered by heat pump,centralized, cold/hot,
